published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2017-11-07,Biology,genomics,A Zombie Gene Protects Elephants From Cancer,Elephants did not evolve to become huge animals until after they turned a bit of genetic junk into a unique defense against inevitable tumors.,collective_biological_systems,ants,https://www.quantamagazine.org/a-zombie-gene-protects-elephants-from-cancer-20171107/,
2017-11-06,Uncategorized,11.06.2017,From the Edge of the Universe to the Inside of a Proton,"The Zoomable Universe, a new book by the astrobiologist Caleb Scharf, the illustrator Ron Miller and 5W Infographics, tours the universe’s 62 orders of magnitude.",networks_graphs_connectivity;complex_systems_emergence,graph;order,https://www.quantamagazine.org/from-the-edge-of-the-universe-to-the-inside-of-a-proton-20171106/,
2017-11-03,Mathematics,Insights puzzle,Solution: ‘How to Win at Deep Learning’,"When equipped with hidden layers, deep neural networks can accomplish nonlinear feats that are difficult even with sophisticated mathematics.",networks_graphs_connectivity;ai_prediction_representation,network;networks;neural network;neural networks,https://www.quantamagazine.org/deep-learning-puzzle-solution-20171103/,
2017-11-02,Biology,origins of life,"Life’s First Molecule Was Protein, Not RNA, New Model Suggests",Which mattered first at the dawn of life: proteins or nucleic acids? Proteins may have had the edge if a theorized process let them grow long enough to become self-replicating catalysts.,ai_prediction_representation,model,https://www.quantamagazine.org/lifes-first-molecule-was-protein-not-rna-new-model-suggests-20171102/,
2017-11-01,Uncategorized,Q&A,How to Build a Robot That Wants to Change the World,And not destroy humanity in the process.,collective_biological_systems,ants,https://www.quantamagazine.org/how-to-build-a-robot-that-wants-to-change-the-world-20171101/,
2017-10-31,Physics,statistical physics,The Atomic Theory of Origami,"By reimagining the kinks and folds of origami as atoms in a lattice, researchers are uncovering strange behavior hiding in simple structures.",randomness_statistical_physics,statistical physics,https://www.quantamagazine.org/the-atomic-theory-of-origami-20171031/,
2017-10-26,Mathematics,Quantized Columns,The Unforgiving Math That Stops Epidemics,"If you didn't get a flu shot, you are endangering more than just your own health. Calculations of herd immunity against common diseases don't make exceptions.",human_social_mobility_proxy,disease;epidemic,https://www.quantamagazine.org/the-unforgiving-math-that-stops-epidemics-20171026/,
2017-10-19,Biology,evolution,Insects Conquered a Watery Realm With Just Two New Genes,"Minor genetic changes can have big evolutionary consequences. When a gene duplication gave some water striders a novel leg part, it opened up a new world for them.",collective_biological_systems,evolution,https://www.quantamagazine.org/insects-conquered-a-watery-realm-with-just-two-new-genes-20171019/,
2017-10-18,Computer Science,Abstractions blog,Artificial Intelligence Learns to Learn Entirely on Its Own,A new version of AlphaGo needed no human instruction to figure out how to clobber the best Go player in the world — itself.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/artificial-intelligence-learns-to-learn-entirely-on-its-own-20171018/,
2017-10-17,Biology,evolution,Simple Bacteria Offer Clues to the Origins of Photosynthesis,Studies of the energy-harvesting proteins in primitive cells suggest that key features of photosynthesis might have evolved a billion years earlier than scientists thought.,collective_biological_systems,bacteria;cell;cells;evolution,https://www.quantamagazine.org/simple-bacteria-offer-clues-to-the-origins-of-photosynthesis-20171017/,
2017-10-16,Physics,astronomy,Neutron-Star Collision Shakes Space-Time and Lights Up the Sky,"Astronomers have for the first time matched a gravitational-wave signal to a kilonova’s burst of light, observations that will “go down in the history of astronomy.”",flow_transport_waves,wave,https://www.quantamagazine.org/neutron-star-collision-shakes-space-time-and-lights-up-the-sky-20171016/,
2017-10-09,Uncategorized,Insights puzzle,How to Win at Deep Learning,What happens when you increase the number of layers in an artificial neural network?,networks_graphs_connectivity;ai_prediction_representation,network;neural network,https://www.quantamagazine.org/how-to-win-at-deep-learning-20171009/,
2017-10-03,Physics,Abstractions blog,LIGO Architects Win Nobel Prize in Physics,"The American physicists Rainer Weiss, Kip Thorne and Barry Barish were honored for dreaming up and realizing the experiment that confirmed the existence of gravitational waves.",flow_transport_waves,wave;waves,https://www.quantamagazine.org/ligos-rainer-weiss-kip-thorne-and-barry-barish-win-physics-nobel-20171003/,
2017-09-27,Biology,evolution,Genetic Struggles Within Cells May Create New Species,Mitonuclear conflict — a struggle between the genes in a cell’s nucleus and its mitochondria — might sometimes split species in two.,collective_biological_systems,cell;cells;evolution,https://www.quantamagazine.org/genetic-struggles-within-cells-may-create-new-species-20170927/,
2017-09-22,Mathematics,number theory,Moonshine Link Discovered for Pariah Symmetries,A type of symmetry so unusual that it was called a “pariah” turns out to have deep connections to number theory.,networks_graphs_connectivity,connect,https://www.quantamagazine.org/moonshine-link-discovered-for-pariah-symmetries-20170922/,
2017-09-18,Biology,evolution,Genetics Spills Secrets From Neanderthals’ Lost History,How many Neanderthals were there? Archaeology and genetics have given very different answers. A new study reconciles them and reveals the lost history of these ancient people — including an early brush with extinction.,collective_biological_systems,evolution,https://www.quantamagazine.org/genetics-spills-secrets-from-neanderthals-lost-history-20170918/,
2017-09-13,Biology,evolution,Viruses Would Rather Jump to New Hosts Than Evolve With Them,The discovery that viruses move between species unexpectedly often is rewriting ideas about their evolutionary history — and may have troubling implications for the threat from emerging diseases.,collective_biological_systems;human_social_mobility_proxy,disease;evolution,https://www.quantamagazine.org/viruses-would-rather-jump-to-new-hosts-than-evolve-with-them-20170913/,
2017-09-12,Computer Science,infinity,Mathematicians Measure Infinities and Find They’re Equal,"Two mathematicians have proved that two different infinities are equal in size, settling a long-standing question. Their proof rests on a surprising link between the sizes of infinities and the complexity of mathematical theories.",complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/mathematicians-measure-infinities-find-theyre-equal-20170912/,
2017-09-07,Computer Science,Quantized Columns,"To Solve the Biggest Mystery in Physics, Join Two Kinds of Law",Reductionism breaks the world into elementary building blocks. Emergence finds the simple laws that arise out of complexity. These two complementary ways of viewing the universe come together in modern theories of quantum gravity.,complex_systems_emergence,complex;complexity;emergence,https://www.quantamagazine.org/to-solve-the-biggest-mystery-in-physics-join-two-kinds-of-law-20170907/,
2017-09-05,Biology,biophysics,Bacteria Use Brainlike Bursts of Electricity to Communicate,"With electrical signals, simple cells organize themselves into complex societies and negotiate with other colonies.",complex_systems_emergence;collective_biological_systems;human_social_mobility_proxy,bacteria;cell;cells;city;complex,https://www.quantamagazine.org/bacteria-use-brainlike-bursts-of-electricity-to-communicate-20170905/,
2017-08-31,Physics,Q&A,Seeing Emergent Physics Behind Evolution,Nigel Goldenfeld applies the physics of condensed matter to understand how evolution sprinted for the earliest life — and then slowed down.,complex_systems_emergence;collective_biological_systems,emergent;evolution,https://www.quantamagazine.org/seeing-emergent-physics-behind-evolution-20170831/,
2017-08-29,Biology,Abstractions blog,The Oldest Mini-Brains Have Lifelike Young Cells,"""Organoid"" brain tissue models grown in a lab for two years can help scientists study a critical period of development just before and after birth.",complex_systems_emergence;collective_biological_systems;ai_prediction_representation,cell;cells;critical;model;models,https://www.quantamagazine.org/the-oldest-mini-brains-have-lifelike-young-cells-20170829/,
2017-08-28,Uncategorized,Thinking Places,Jason Morgan Recalls Discovering Earth’s Tectonic Plates,Jason Morgan developed the theory of plate tectonics in 1967 while working among a critical mass of talented geophysicists at Princeton University.,complex_systems_emergence,critical,https://www.quantamagazine.org/jason-morgan-recalls-discovering-earths-tectonic-plates-20170828/,
2017-08-24,Biology,evolution,Interspecies Hybrids Play a Vital Role in Evolution,"Hybrids, once treated as biological misfits, play a vital role in the evolution of many animal species. Now conservationists are trying to reconcile that truth with policies.",collective_biological_systems,evolution,https://www.quantamagazine.org/interspecies-hybrids-play-a-vital-role-in-evolution-20170824/,
